
Consulta de lançamentos da empresa 534 - OXIGENIO MODELO INDUSTRIA E COMERCIO DE GASES LTDA

Transação;Chave;Data;Débito;*;CC Débito;Participante D;Crédito;* ;CC Crédito;Participante C;Valor;Tipo Fcont;Hist;Nº docto;Complemento;Contabilização;Status transação;Lançamento extemporâneo
323999;13718053;01/01/2025;1201;*;;9843;1201;*;;1;      1561.01;Não exporta;1694;;;Ambas;SIM;
324383;13730915;03/01/2025;6670;;;;2151;;;;      1566.00;Não exporta;787;610;610 - ADECOAGRO VALE DO IVINHEMA S.A.;Ambas;SIM;
325013;13737210;28/01/2025;6670;;;;2151;;;;      1568.00;Não exporta;787;792;792 - USINA LAGUNA - ALCOOL E ACUCAR LTDA;Ambas;SIM;
297592;13399691;06/01/2025;6807;;;;78;;;;      1568.89;Não exporta;0;;0000 13105 109 PAGAMENTO DE BOLETO 10.601 ASSOCIACAO DE PROPRIETARIOS E;Ambas;SIM;
324005;13718134;01/01/2025;1201;*;;5665;1201;*;;1;      1569.43;Não exporta;1694;;;Ambas;SIM;
324693;13734014;16/01/2025;6670;;;;2151;;;;      1575.00;Não exporta;787;21748;21748 - FUNDACAO DE SERVICOS DE SAUDE DE DOURADOS;Ambas;SIM;
298171;13405462;31/01/2025;5444;;;;7501;;;;      1581.69;Não exporta;0;;2835811 DÉB.CONV.ORGÃOS GOV.;Ambas;SIM;
324247;13729250;20/01/2025;4375;;;;1201;;;22321;      1590.30;Não exporta;116;122452;122452 - Tecnotextil Ind e com de Cintas Ltda;Ambas;SIM;
297850;13402250;02/01/2025;7501;;;;6670;*;;;      1596.00;Não exporta;0;;424310 CRÉD.LIQUIDAÇÃO COBRANÇA;Ambas;SIM;
325036;13737440;29/01/2025;6670;;;;2151;;;;      1600.00;Não exporta;787;796;796 - ELETROCAL INDUSTRIA E COMERCIO DE MATERIAIS ELETRICOS LTDA;Ambas;SIM;
324689;13733975;15/01/2025;6670;;;;2151;;;;      1600.00;Não exporta;787;765;765 - ELETROCAL INDUSTRIA E COMERCIO DE MATERIAIS ELETRICOS LTDA;Ambas;SIM;
324473;13731814;07/01/2025;6670;;;;2151;;;;      1600.00;Não exporta;787;1578;1578 - RR MECANICA E MONTAGEM INDUSTRIAL LTDA;Ambas;SIM;
298028;13404032;20/01/2025;8737;*;;;7501;;;;      1600.00;Não exporta;0;;PIX PIX EMITIDO OUTRA IF PAGAMENTO PIX 47.811.089 0001-30 ADVOGADO TRIBUTARISTA;Ambas;SIM;
297956;13403311;10/01/2025;3603;*;;;7501;;;;      1601.14;Não exporta;0;;2812123 DÉB.TIT.COMPE EFETIVADO MULTA IMAM;Ambas;SIM;
324248;13729277;20/01/2025;;;;;1201;;;32734;      1603.39;Não exporta;116;127013;127013 - Ribeiro Veiculos S/A;Ambas;SIM;
297703;13400800;20/01/2025;78;;;;6670;*;;;      1604.84;Não exporta;0;;0000 14020 624 COBRANÇA 110.201.000.015.889;Ambas;SIM;
324212;13728807;14/01/2025;;;;;1201;;;34238;      1610.00;Não exporta;116;135544;135544 - P. B. LOPES &amp; CIA. LTDA;Ambas;SIM;
324750;13734580;17/01/2025;6670;;;;2151;;;;      1620.00;Não exporta;787;1876;1876 - SCARPINI  SCARPINI LTDA;Ambas;SIM;
298645;13410199;22/01/2025;6033;;;;6670;*;;;      1628.19;Não exporta;0;;TRANSFERENCIA PIX REM: JOAO VICTOR DA SILVA 22/01 1031006;Ambas;SIM;
324913;13736212;24/01/2025;6670;;;;2151;;;;      1640.00;Não exporta;787;1550;1550 - Fatima do Sul Agroenergetica S/A Alcool e Açucar;Ambas;SIM;
324583;13732919;10/01/2025;6670;;;;2151;;;;      1640.00;Não exporta;787;1528;1528 - Fatima do Sul Agroenergetica S/A Alcool e Açucar;Ambas;SIM;
298199;13405730;02/01/2025;1201;;;1;6033;;;;      1645.17;Não exporta;0;;PAGTO ELETRON COBRANCA COLOMBO PNEUS RECAPAGENS LTDA 6372;Ambas;SIM;
325082;13737903;31/01/2025;6670;;;;2151;;;;      1650.00;Não exporta;787;22000;22000 - ELETROCAL INDUSTRIA E COMERCIO DE MATERIAIS ELETRICOS LTDA;Ambas;SIM;
298377;13407511;09/01/2025;1201;*;;35544;6033;;;;      1652.73;Não exporta;0;303748;PAGTO. NFE 303748/001 DE MAHLE RIO VERDE COMERCIO DE COMBUSTIVEIS LTDA;Ambas;SIM;
324154;13728040;06/01/2025;3182;;;;1201;;;35544;      1652.73;Não exporta;116;303748;303748 - Mahle Rio Verde Comercio de Combustiveis Ltda;Ambas;SIM;
298655;13410296;23/01/2025;6807;;;;6033;;;;      1670.00;Não exporta;0;;PAGTO ELETRON COBRANCA SERVINOX SERVICOS INDUSTRIAIS E 6482;Ambas;SIM;
323982;13717863;01/01/2025;1201;*;;27885;1201;*;;1;      1671.70;Não exporta;1694;;;Ambas;SIM;
324809;13735179;21/01/2025;6670;;;;2151;;;;      1680.00;Não exporta;787;1541;1541 - Fatima do Sul Agroenergetica S/A Alcool e Açucar;Ambas;SIM;
324448;13731563;07/01/2025;6670;;;;2151;;;;      1680.00;Não exporta;787;21556;21556 - SOCIEDADE BENEFICENTE HOSPITAL DR BEZERRA DE MENEZES;Ambas;SIM;
324409;13731171;06/01/2025;6670;;;;2151;;;;      1680.00;Não exporta;787;21511;21511 - CALMAP EQUIPAMENTOS E MONTAGEM LTDA;Ambas;SIM;
324404;13731120;06/01/2025;6670;;;;2151;;;;      1680.00;Não exporta;787;21505;21505 - USINA LAGUNA - ALCOOL E ACUCAR LTDA;Ambas;SIM;
324248;13729269;20/01/2025;3182;;;;;;;;      1687.78;Não exporta;116;127013;127013 - Ribeiro Veiculos S/A;Ambas;SIM;
323994;13718002;01/01/2025;1201;*;;13793;1201;*;;1;      1688.00;Não exporta;1694;;;Ambas;SIM;
323983;13717871;01/01/2025;1201;*;;27755;1201;*;;1;      1694.00;Não exporta;1694;;;Ambas;SIM;
324269;13729552;23/01/2025;3182;;;;1201;;;41118;      1702.92;Não exporta;116;15243;15243 - Posto Trevao de Piraju Ltda;Ambas;SIM;
298476;13408500;13/01/2025;1201;*;;40725;6033;;;;      1705.50;Não exporta;0;;PAGTO. DE POSTO DE MOLAS EL SHADAY LTDA;Ambas;SIM;
298696;13410709;24/01/2025;1201;;;1;6033;;;;      1706.67;Não exporta;0;134068;PAGTO. NFE 134068/003 DE DELAI & SILVA LTDA;Ambas;SIM;
324188;13728459;10/01/2025;;;;;1201;;;34238;      1713.54;Não exporta;116;135484;135484 - P. B. LOPES &amp; CIA. LTDA;Ambas;SIM;
323948;13717421;01/01/2025;1201;*;;42193;1201;*;;1;      1719.40;Não exporta;1694;;;Ambas;SIM;
324935;13736434;25/01/2025;6670;;;;2151;;;;      1723.00;Não exporta;787;21913;21913 - ACP BIOENERGIA LTDA;Ambas;SIM;
324429;13731377;06/01/2025;6670;;;;2151;;;;      1725.00;Não exporta;787;1574;1574 - MARCIO VERRUNES PRODUTOR RURAL;Ambas;SIM;
297839;13402161;31/01/2025;78;;;;6670;*;;;      1731.55;Não exporta;0;;7138 99015 870 TRANSFERÊNCIA RECEBIDA 557.138.000.046.733 31/01 14:13 FMS-MAC ESTADO;Ambas;SIM;
297955;13403303;10/01/2025;;;;;7501;;;;      1739.00;Não exporta;0;;PIX PIX EMITIDO OUTRA IF PAGAMENTO PIX 505.629- ACERTO FABIANO MT;Ambas;SIM;
298185;13405608;31/01/2025;5444;;;;7501;;;;      1747.53;Não exporta;0;;2835936 DÉB.CONV.ORGÃOS GOV.;Ambas;SIM;
324554;13732624;09/01/2025;6670;;;;2151;;;;      1750.00;Não exporta;787;1398;1398 - ELSO GONCALVES DOS SANTOS - MONTAGENS INDUSTRIAIS;Ambas;SIM;
324757;13734652;20/01/2025;6670;;;;2151;;;;      1752.58;Não exporta;787;21776;21776 - MUNICIPIO DE TANGARA DA SERRA;Ambas;SIM;
324713;13734210;16/01/2025;6670;;;;2151;;;;      1755.00;Não exporta;787;619;619 - ALVAMAR  MEDEIROS LTDA;Ambas;SIM;
324462;13731709;07/01/2025;6670;;;;2151;;;;      1755.00;Não exporta;787;611;611 - ALVAMAR  MEDEIROS LTDA;Ambas;SIM;
324763;13734717;20/01/2025;6670;;;;2151;;;;      1757.00;Não exporta;787;21783;21783 - MUNICIPIO DE ITIQUIRA;Ambas;SIM;
324766;13734741;20/01/2025;6670;;;;2151;;;;      1766.00;Não exporta;787;21786;21786 - MUNICIPIO DE ITIQUIRA;Ambas;SIM;
325021;13737296;29/01/2025;6670;;;;2151;;;;      1775.00;Não exporta;787;21968;21968 - MPI ENGENHARIA LTDA;Ambas;SIM;
324338;13730442;29/01/2025;4375;;;;1201;;;31462;      1799.96;Não exporta;116;143814;143814 - DELAI &amp; SILVA LTDA;Ambas;SIM;
324736;13734440;17/01/2025;6670;;;;2151;;;;      1800.00;Não exporta;787;21769;21769 - ROGERIO BATISTA DE ALMEIDA ME;Ambas;SIM;
297978;13403532;13/01/2025;1201;*;;41378;7501;;;;      1800.21;Não exporta;0;;PIX PIX EMITIDO OUTRA IF PAGAMENTO PIX 64.653.686 0001-00 REDE AMERICA BOLETO VENCIDO;Ambas;SIM;
324212;13728794;14/01/2025;4499;;;;;;;;      1806.31;Não exporta;116;135544;135544 - P. B. LOPES &amp; CIA. LTDA;Ambas;SIM;
298630;13410040;21/01/2025;6033;;;;6670;*;;;      1820.00;Não exporta;0;;TRANSFERENCIA PIX REM: PELO TORNEARIA LTDA 21/01 1326517;Ambas;SIM;
298395;13407694;10/01/2025;7374;;;;6033;;;;      1821.11;Não exporta;0;;PAGTO ELETRON COBRANCA 070422368101058807BRADESCO ADMIN 6261;Ambas;SIM;
298240;13406140;02/01/2025;3174;*;;;6033;;;;      1825.00;Não exporta;0;;PAGTO ELETRON COBRANCA CLAUDIOMIRO ROGERIO VANZIN 6362;Ambas;SIM;
324718;13734260;16/01/2025;6670;;;;2151;;;;      1830.00;Não exporta;787;1588;1588 - MARCIO VERRUNES PRODUTOR RURAL;Ambas;SIM;
324510;13732187;08/01/2025;6670;;;;2151;;;;      1840.00;Não exporta;787;1522;1522 - CELSO ISSAMU SHIMADA TORNO;Ambas;SIM;
324416;13731244;06/01/2025;6670;;;;2151;;;;      1850.00;Não exporta;787;21517;21517 - ASSOCIACAO BENEFICENTE DE ITAQUIRAI;Ambas;SIM;
297825;13402021;31/01/2025;1546;;;;78;;;;      1853.07;Não exporta;0;;0000 13105 375 IMPOSTOS 13.103 RFB-DARF CODIGO DE BARRAS;Ambas;SIM;
324716;13734244;16/01/2025;6670;;;;2151;;;;      1865.60;Não exporta;787;1417;1417 - METALURGICA DOURADOS LTDA;Ambas;SIM;
323961;13717553;01/01/2025;1201;;;40253;1201;;;1;      1869.21;Não exporta;1694;;;Ambas;SIM;
297930;13403052;08/01/2025;3484;*;;;7501;;;;      1870.13;Não exporta;0;;13025659 DÉB.JUROS CONTRATUAIS TD;Ambas;SIM;
324995;13737030;28/01/2025;6670;;;;2151;;;;      1884.00;Não exporta;787;21961;21961 - FUNDO MUNICIPAL DE SAUDE MUNDO NOVO;Ambas;SIM;
324699;13734074;16/01/2025;6670;;;;2151;;;;      1890.00;Não exporta;787;21754;21754 - FUNDACAO DE SERVICOS DE SAUDE DE DOURADOS;Ambas;SIM;
324912;13736204;24/01/2025;6670;;;;2151;;;;      1890.00;Não exporta;787;21904;21904 - ACP BIOENERGIA LTDA;Ambas;SIM;
324936;13736442;25/01/2025;6670;;;;2151;;;;      1890.00;Não exporta;787;21914;21914 - ACP BIOENERGIA LTDA;Ambas;SIM;
324988;13736967;28/01/2025;6670;;;;2151;;;;      1890.00;Não exporta;787;21952;21952 - GERAL MANUTENCAO COMERCIO DE PECAS E SERVICOS AUTOMOTORES LTDA;Ambas;SIM;
323986;13717901;01/01/2025;1201;*;;23189;1201;*;;1;      1895.95;Não exporta;1694;;;Ambas;SIM;
298616;13409905;21/01/2025;6033;;;;6670;*;;;      1900.00;Não exporta;0;;TRANSFERENCIA PIX REM: SOCIEDADE AMIGOS AMAM 21/01 1636062;Ambas;SIM;
324457;13731652;07/01/2025;6670;;;;2151;;;;      1900.00;Não exporta;787;21563;21563 - SOCIEDADE AMIGOS DE AMAMBAI;Ambas;SIM;
324612;13733204;13/01/2025;6670;;;;2151;;;;      1920.00;Não exporta;787;21690;21690 - CALMAP EQUIPAMENTOS E MONTAGEM LTDA;Ambas;SIM;
298376;13407503;09/01/2025;1201;*;;41378;6033;;;;      1923.73;Não exporta;0;;PAGTO. DE REDE AMERICA DE COMBUSTIVEIS J;Ambas;SIM;
324188;13728440;10/01/2025;4499;;;;;;;;      1925.33;Não exporta;116;135484;135484 - P. B. LOPES &amp; CIA. LTDA;Ambas;SIM;
324009;13718177;01/01/2025;1201;*;;2105;1201;*;;1;      1945.14;Não exporta;1694;;;Ambas;SIM;
324008;13718169;01/01/2025;1201;*;;2396;1201;*;;1;      1946.62;Não exporta;1694;;;Ambas;SIM;
297635;13400126;10/01/2025;7374;;;;78;;;;      1962.40;Não exporta;0;;0000 13013 364 BB CONSÓRCIO - PRESTAÇÃO 14.033 BB ADMIN CONSÓRCIO SA;Ambas;SIM;
297634;13400118;10/01/2025;7374;;;;78;;;;      1962.40;Não exporta;0;;0000 13013 364 BB CONSÓRCIO - PRESTAÇÃO 14.033 BB ADMIN CONSÓRCIO SA;Ambas;SIM;
298513;13408879;15/01/2025;6033;;;;6670;*;;;      1970.00;Não exporta;0;;TRANSFERENCIA PIX REM: PREMACOL - M P C P LT 15/01 1111213;Ambas;SIM;
324298;13729880;25/01/2025;4499;;;;1201;;;4560;      1974.00;Não exporta;116;11485;11485 - C.D.R.Com.Dourados de Rolamentos Ltda;Ambas;SIM;
297761;13401386;24/01/2025;1201;*;;1968;78;;;;      1982.93;Não exporta;0;53210;PAGTO. NFE 53210/002 DE BODIPASA BOMBAS DIESEL PAULISTA LTDA;Ambas;SIM;
297899;13402749;06/01/2025;3271;;;;7501;;;;      2000.00;Não exporta;0;;PIX PIX EMITIDO OUTRA IF PAGAMENTO PIX ***.800.478-**;Ambas;SIM;
298013;13403885;16/01/2025;1201;;;44343;7501;;;;      2000.00;Não exporta;0;;2819782 TRANSF.REALIZADA PIX SICOOB FAV.: GOMES CONSULTORIA LTDA;Ambas;SIM;
298020;13403958;17/01/2025;256;;;;7501;;;;      2000.00;Não exporta;0;;PIX PIX EMITIDO OUTRA IF PAGAMENTO PIX ***.728.971-** VALE JANEIRO;Ambas;SIM;
298403;13407775;10/01/2025;6033;;;;6670;*;;;      2000.00;Não exporta;0;;TED-TRANSF ELET DISPON REMET.CONCESSIONARIA DE RO 1467253;Ambas;SIM;
298407;13407813;10/01/2025;6033;;;;6670;*;;;      2000.00;Não exporta;0;;TRANSFERENCIA PIX REM: A BENE NOVO HORIZONTE 10/01 853304;Ambas;SIM;
324512;13732208;08/01/2025;6670;;;;2151;;;;      2000.00;Não exporta;787;1524;1524 - RAÇÕES BOCCHI LTDA;Ambas;SIM;
298010;13403850;16/01/2025;3271;*;;;7501;;;;      2000.00;Não exporta;0;;PIX PIX EMITIDO OUTRA IF PAGAMENTO PIX ***.644.281-** COMISSAO CHINELO;Ambas;SIM;
297885;13402609;06/01/2025;3271;*;;;7501;;;;      2000.00;Não exporta;0;;PIX PIX EMITIDO OUTRA IF PAGAMENTO PIX ***.377.411-** BONIFICACAO EDUARDO MT;Ambas;SIM;
298718;13410920;27/01/2025;6033;;;;6670;*;;;      2010.00;Não exporta;0;;TRANSFERENCIA PIX REM: R A RODRIGUES 27/01 1904387;Ambas;SIM;
324400;13731082;06/01/2025;6670;;;;2151;;;;      2016.00;Não exporta;787;21501;21501 - HOSPITAL BENEFICENTE SAO MATEUS;Ambas;SIM;
297864;13402390;03/01/2025;1201;;;44343;7501;;;;      2020.00;Não exporta;0;;PIX PIX EMITIDO OUTRA IF PAGAMENTO PIX ***.728.971-** SALARIO DEZEMBRO;Ambas;SIM;
298148;13405233;31/01/2025;1201;;;44343;7501;;;;      2020.00;Não exporta;0;;PIX PIX EMITIDO OUTRA IF PAGAMENTO PIX ***.728.971-** SALARIO JANEIRO;Ambas;SIM;
324835;13735438;22/01/2025;6670;;;;2151;;;;      2025.00;Não exporta;787;21839;21839 - MINERAÇÃO TOZZI JUNQUEIRA LTDA -ME;Ambas;SIM;
324586;13732943;10/01/2025;6670;;;;2151;;;;      2040.00;Não exporta;787;614;614 - ADECOAGRO VALE DO IVINHEMA S.A.;Ambas;SIM;
325083;13737911;31/01/2025;6670;;;;2151;;;;      2060.00;Não exporta;787;22000;22000 - ELETROCAL INDUSTRIA E COMERCIO DE MATERIAIS ELETRICOS LTDA;Ambas;SIM;
324830;13735381;21/01/2025;6670;;;;2151;;;;      2060.00;Não exporta;787;778;778 - ELETROCAL INDUSTRIA E COMERCIO DE MATERIAIS ELETRICOS LTDA;Ambas;SIM;
298316;13406906;06/01/2025;6033;;;;6670;*;;;      2060.00;Não exporta;0;;TRANSFERENCIA PIX REM: DIONES DOS SANTOS TEI 06/01 1818045;Ambas;SIM;
297764;13401416;24/01/2025;1201;*;;2536;78;;;;      2066.67;Não exporta;0;;0000 13105 109 PAGAMENTO DE BOLETO 12.410 P B LOPES CIA LTDA;Ambas;SIM;
324676;13733842;15/01/2025;6670;;;;2151;;;;      2079.00;Não exporta;787;21739;21739 - ENERGETICA SANTA HELENA S/A - EM RECUPERACAO JUDICIAL;Ambas;SIM;
324703;13734111;16/01/2025;6670;;;;2151;;;;      2088.00;Não exporta;787;21757;21757 - ADECOAGRO VALE DO IVINHEMA S/A;Ambas;SIM;
324587;13732951;10/01/2025;6670;;;;2151;;;;      2088.00;Não exporta;787;614;614 - ADECOAGRO VALE DO IVINHEMA S.A.;Ambas;SIM;
297892;13402676;06/01/2025;3107;*;;;7501;;;;      2100.00;Não exporta;0;;PIX PIX EMITIDO OUTRA IF PAGAMENTO PIX ***.110.171-** ALUGUEL;Ambas;SIM;
324252;13729340;21/01/2025;4499;;;;1201;;;4560;      2104.00;Não exporta;116;11468;11468 - C.D.R.Com.Dourados de Rolamentos Ltda;Ambas;SIM;
324673;13733818;15/01/2025;6670;;;;2151;;;;      2112.00;Não exporta;787;21733;21733 - JORCAL ENGENHARIA E CONSTRUCOES S.A.;Ambas;SIM;
298451;13408259;13/01/2025;1201;*;;40725;6033;;;;      2114.43;Não exporta;0;;PAGTO. DE POSTO DE MOLAS EL SHADAY LTDA;Ambas;SIM;
324702;13734103;16/01/2025;6670;;;;2151;;;;      2116.00;Não exporta;787;21757;21757 - ADECOAGRO VALE DO IVINHEMA S/A;Ambas;SIM;
324330;13730337;28/01/2025;;;;;1201;;;38360;      2119.20;Não exporta;116;608677;608677 - Posto Estrela da Dutra Ltda;Ambas;SIM;
298287;13406612;03/01/2025;6807;;;;6033;;;;      2120.00;Não exporta;0;;PAGTO ELETRON COBRANCA SERVINOX SERVICOS INDUSTRIAIS E 6414;Ambas;SIM;
298661;13410350;23/01/2025;1201;*;;41378;6033;;;;      2120.07;Não exporta;0;;PAGTO. DE REDE AMERICA DE COMBUSTIVEIS JK LTDA;Ambas;SIM;
323972;13717723;01/01/2025;1201;*;;34595;1201;*;;1;      2121.33;Não exporta;1694;;;Ambas;SIM;
298778;13411527;29/01/2025;6033;;;;6670;*;;;      2138.00;Não exporta;0;;TED-TRANSF ELET DISPON REMET.INCENTIVO AO PSF 9864970;Ambas;SIM;
324762;13734709;20/01/2025;6670;;;;2151;;;;      2138.00;Não exporta;787;21782;21782 - MUNICIPIO DE GUIRATINGA;Ambas;SIM;
323970;13717707;01/01/2025;1201;*;;35272;1201;*;;1;      2150.40;Não exporta;1694;;;Ambas;SIM;
298121;13404962;28/01/2025;7501;;;;6670;*;;;      2160.00;Não exporta;0;;13289 LIBERAÇÃO DE DEPÓSITOBLOQUEADO;Ambas;SIM;
324908;13736167;24/01/2025;6670;;;;2151;;;;      2160.00;Não exporta;787;21894;21894 - CALMAP EQUIPAMENTOS E MONTAGEM LTDA;Ambas;SIM;
324396;13731040;06/01/2025;6670;;;;2151;;;;      2163.00;Não exporta;787;21497;21497 - CENTRAL ENERGETICA VICENTINA LTDA;Ambas;SIM;
297878;13402536;06/01/2025;3271;*;;;7501;;;;      2200.00;Não exporta;0;;PIX PIX EMITIDO OUTRA IF PAGAMENTO PIX ***.627.441-** COMISSAO LUIZ EDUARDO;Ambas;SIM;
324947;13736559;27/01/2025;6670;;;;2151;;;;      2210.00;Não exporta;787;21929;21929 - MUNICIPIO DE JACIARA;Ambas;SIM;
324002;13718100;01/01/2025;1201;*;;5857;1201;*;;1;      2210.50;Não exporta;1694;;;Ambas;SIM;
324751;13734599;17/01/2025;6670;;;;2151;;;;      2230.00;Não exporta;787;1877;1877 - EVERTON JHONY MOURA DA SILVA;Ambas;SIM;
324561;13732692;09/01/2025;6670;;;;2151;;;;      2230.00;Não exporta;787;752;752 - ELETROCAL INDUSTRIA E COMERCIO DE MATERIAIS ELETRICOS LTDA;Ambas;SIM;
298131;13405063;29/01/2025;1201;;;44343;7501;;;;      2235.00;Não exporta;0;;PIX PIX EMITIDO OUTRA IF PAGAMENTO PIX ***.711.291-** FERIAS JOAO VITOR;Ambas;SIM;
324998;13737066;28/01/2025;6670;;;;2151;;;;      2238.00;Não exporta;787;628;628 - ADECOAGRO VALE DO IVINHEMA S.A.;Ambas;SIM;
324442;13731503;07/01/2025;6670;;;;2151;;;;      2240.00;Não exporta;787;21548;21548 - MUNICIPIO DE ALTO ARAGUAIA;Ambas;SIM;
324928;13736361;24/01/2025;6670;;;;2151;;;;      2240.00;Não exporta;787;787;787 - USINA LAGUNA - ALCOOL E ACUCAR LTDA;Ambas;SIM;
297992;13403672;14/01/2025;3271;;;;7501;;;;      2250.00;Não exporta;0;;PAGAMENTO PIX ***.048.641-**;Ambas;SIM;
298195;13405691;02/01/2025;1201;;;1;6033;;;;      2251.80;Não exporta;0;3817;PAGTO. NFE 3817/001 DE POROROCA AUTO POSTO LTDA;Ambas;SIM;
324617;13733256;13/01/2025;6670;;;;2151;;;;      2280.00;Não exporta;787;21694;21694 - CALMAP EQUIPAMENTOS E MONTAGEM LTDA;Ambas;SIM;
324411;13731199;06/01/2025;6670;;;;2151;;;;      2280.00;Não exporta;787;21512;21512 - CALMAP EQUIPAMENTOS E MONTAGEM LTDA;Ambas;SIM;
298578;13409522;20/01/2025;6033;;;;6670;*;;;      2284.86;Não exporta;0;;TRANSFERENCIA PIX REM: RIATO LINARES E FERRE 18/01 854128;Ambas;SIM;
298181;13405560;31/01/2025;5444;;;;7501;;;;      2294.56;Não exporta;0;;2835873 DÉB.CONV.ORGÃOS GOV.;Ambas;SIM;
324682;13733907;15/01/2025;6670;;;;2151;;;;      2295.00;Não exporta;787;1587;1587 - RODOLFO A. RODRIGUES;Ambas;SIM;
324905;13736131;24/01/2025;6670;;;;2151;;;;      2295.00;Não exporta;787;21892;21892 - CALMAP EQUIPAMENTOS E MONTAGEM LTDA;Ambas;SIM;
297673;13400509;14/01/2025;1201;*;;3699;78;;;;      2302.49;Não exporta;0;288466;PAGTO. NFE 288466/003 DE IVANILSON INACIO DA SILVA ME;Ambas;SIM;
298372;13407465;09/01/2025;4235;*;;;6033;;;;      2310.00;Não exporta;0;;PAGTO ELETRON COBRANCA DOURALEX CONTABILIDADE LTDA 6425;Ambas;SIM;
292045;13727746;02/01/2025;;;;;1201;;;28404;      2328.37;Não exporta;116;4032;4032 - Pororoca Auto Posto Ltda;Ambas;SIM;
324780;13734882;20/01/2025;6670;;;;2151;;;;      2336.00;Não exporta;787;1432;1432 - AGROMIR INDUSTRIA METALURGICA LTDA;Ambas;SIM;
298692;13410660;23/01/2025;5886;*;;;6033;;;;      2350.00;Não exporta;0;;PAGTO ELETRON COBRANCA NEWS BRINDES PROMOCIONAIS LTDA M 6481;Ambas;SIM;
324557;13732650;09/01/2025;6670;;;;2151;;;;      2352.00;Não exporta;787;749;749 - USINA LAGUNA - ALCOOL E ACUCAR LTDA;Ambas;SIM;
292045;13727738;02/01/2025;3182;;;;;;;;      2354.27;Não exporta;116;4032;4032 - Pororoca Auto Posto Ltda;Ambas;SIM;
298198;13405721;02/01/2025;1201;;;1;6033;;;;      2358.11;Não exporta;0;132247;PAGTO. NFE 132247/003 DE DELAI & SILVA LTDA;Ambas;SIM;
324820;13735284;21/01/2025;6670;;;;2151;;;;      2370.00;Não exporta;787;1596;1596 - METOVAN METALURGICA LTDA;Ambas;SIM;
324330;13730329;28/01/2025;3182;;;;;;;;      2379.06;Não exporta;116;608677;608677 - Posto Estrela da Dutra Ltda;Ambas;SIM;
324938;13736460;25/01/2025;6670;;;;2151;;;;      2382.50;Não exporta;787;21917;21917 - MUNICIPIO DE ALTO ARAGUAIA;Ambas;SIM;
324204;13728661;13/01/2025;3182;;;;1201;;;15441;      2399.00;Não exporta;116;237525;237525 - GCM COMERCIO DE LUBRIFICANTES LTDA;Ambas;SIM;
324705;13734139;16/01/2025;6670;;;;2151;;;;      2404.00;Não exporta;787;1534;1534 - MAQSOLDAS - COMERCIO E REPRESENTACOES LTDA;Ambas;SIM;
298416;13407902;10/01/2025;6033;;;;6670;*;;;      2430.00;Não exporta;0;;TRANSFERENCIA PIX REM: ALVAMAR & MEDEIROS LT 10/01 1459025;Ambas;SIM;
324271;13729570;23/01/2025;3182;;;;1201;;;39348;      2441.80;Não exporta;116;20099;20099 - Amigao Comercio de Combustiveis Ltda;Ambas;SIM;
324831;13735390;21/01/2025;6670;;;;2151;;;;      2443.00;Não exporta;787;779;779 - ENERGETICA SANTA HELENA S/A - EM RECUPERACAO JUDICIAL;Ambas;SIM;
298162;13405373;31/01/2025;7501;;;;1201;;;44343;      2500.00;Não exporta;0;;2835765 TRANSF.RECEBIDA - PIX SICOOB REM.: GOMES CONSULTORIA LTDA TRANSFERÊNCIA PIX GOMES CONSULTORIA LTDA 53.263.339 0001-47;Ambas;SIM;
297671;13400487;14/01/2025;7382;;;;78;;;;      2510.23;Não exporta;0;00 C RENDE FACI;0000 00000 351 BB RENDE FÁCIL 9.903 0;Ambas;SIM;
324863;13735713;23/01/2025;6670;;;;2151;;;;      2520.00;Não exporta;787;21868;21868 - FUNDACAO DE SERVICOS DE SAUDE DE DOURADOS;Ambas;SIM;
324275;13729625;23/01/2025;;;;;1201;;;33981;      2527.53;Não exporta;116;107656;107656 - Auto Posto Diamante do Norte Ltda;Ambas;SIM;
323988;13717928;01/01/2025;1201;*;;16737;1201;*;;1;      2539.20;Não exporta;1694;;;Ambas;SIM;
324211;13728778;14/01/2025;;;;;1201;;;34238;      2550.00;Não exporta;116;135543;135543 - P. B. LOPES &amp; CIA. LTDA;Ambas;SIM;
324600;13733086;10/01/2025;6670;;;;2151;;;;      2560.00;Não exporta;787;756;756 - USINA LAGUNA - ALCOOL E ACUCAR LTDA;Ambas;SIM;
324275;13729617;23/01/2025;3182;;;;;;;;      2587.98;Não exporta;116;107656;107656 - Auto Posto Diamante do Norte Ltda;Ambas;SIM;
324805;13735135;21/01/2025;6670;;;;2151;;;;      2590.00;Não exporta;787;21835;21835 - REAL LOCACOES E MONTAGENS INDUSTRIAIS LTDA;Ambas;SIM;
298163;13405381;31/01/2025;8737;*;;;7501;;;;      2600.00;Não exporta;0;;PIX PIX EMITIDO OUTRA IF PAGAMENTO PIX ***.628.031-** ADVOGADO;Ambas;SIM;
297858;13402331;03/01/2025;1201;;;44343;7501;;;;      2600.00;Não exporta;0;;PIX PIX EMITIDO OUTRA IF PAGAMENTO PIX ***.628.031-** DEZEMBRO;Ambas;SIM;
325037;13737458;29/01/2025;6670;;;;2151;;;;      2600.00;Não exporta;787;796;796 - ELETROCAL INDUSTRIA E COMERCIO DE MATERIAIS ELETRICOS LTDA;Ambas;SIM;
