
Consulta movimento de entradas - 534 - OXIGENIO MODELO INDUSTRIA E COMERCIO DE GASES LTDA

Chave;Fornecedor;Nome fornecedor;UF;Data entrada;Data emissão;Documento;CFOP;Modelo;Espécie;Série;Condições;Emitente;Valor contábil;Dif. de alíq.;FEM DIFA;Base de ICMS;Alíq. de ICMS;Valor do ICMS;ICMS isentas;ICMS outras;ICMS desonerado;Base de IPI;Valor do IPI;IPI isentos;IPI outros;Base S.T.;Alíq. de S.T.;Valor S.T.;Retenção PIS;Retenção Cofins;Retenção CSLL;Retenção de IR;Retenção de INSS;Débito;Crédito;Cód. obs.;Observação;Desconto;Chave NF-e/CT-e/NFC-e/BP-e;Outros Impostos;ICMS retido;Valor do ICMS de antecipação;Pis Lucro real;Cofins lucro real;Valor de frete;Valor de seguro;Valor de outras despesas;Valor do FCP da UF de destino;Valor de ICMS para a UF de destino;Valor de ICMS para a UF do Remetente;Código de retenção PIS;Código de retenção Cofins;Código de retenção CSLL;Código de retenção IR;Código de retenção INSS;Lançamento conferido;FCP S.T.;Materiais próprios;Materiais de terceiros;Subempreitadas;Valor retenção não efetuada;Valor ret. destacada das subemp.;CEI Obra;CNO;Tipo de serviço;Receita 15 anos;Valor 15 anos;Receita 20 anos;Valor 20 anos;Receita 25 anos;Valor 25 anos;Valor retenção adic. não efetuada;Usuário inclusão;Data inclusão;Hora inclusão;Tipo inclusão;Usuário alteração;Data alteração;Hora alteração;Tipo alteração;Situação do documento
302;39812;Ibirarema Comercio de Combustiveis Ltda;SP;03/01/2025;03/01/2025;21231;2.653-000;55;NFe;1;Prazo;Terceiros;1116.72;0.00;0,00;0;0;0;0;1116.72;0;0;0;0;0;0;0;0;0;0;0;0;0;DCCOMBUST;FD;;Trib aprox R$: 20.54 Federal e 204.35 Estadual^Fonte: IBPT/empresometro.com.br A2A75B. Placa: RWA4I51 KM: 480920 KM ant: 479696 Média km/l: 6.5 ant: 9.2 Motorista: FLAVIO;0;'35250147408936000110550010000212311348629876;0;0;             0,00;18.43;84.87;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;15:16:58;Troca global;00 - Documento regular
303;38610;Messer Gases Ltda;SP;03/01/2025;03/01/2025;118961;2.102-000;55;NFe;31;Prazo;Terceiros;6834.96;0.00;0,00;6834.96;7;478.45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;COMPRAMERCREV;FD;;Nota fiscal emitida com referencia a nota fiscal 000021460-1 Codigo do Cliente: 0100015723 Declaro que os produtos perigosos estão adequadamente classificados. embalados. identificados. e estivados para suportar os riscos das operações de transporte e que;0;'35250160619202005700550310001189611728695523;0;0;             0,00;112.78;519.46;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;15:16:58;Troca global;00 - Documento regular
304;40904;Novoeste Comercio de Combustiveis Ltda;SP;16/01/2025;16/01/2025;11955;2.653-000;55;NFe;1;Prazo;Terceiros;770.96;0.00;0,00;0;0;0;0;770.96;0;0;0;0;0;0;0;0;0;0;0;0;0;DCCOMBUST;FD;;Trib aprox R$: 14.18 Federal e 141.08 Estadual^Fonte: IBPT/empresometro.com.br A2A75B. Placa: QAQ2124 KM: 316648 Motorista: NAISLA;0;'35250147320000000132550010000119551916171177;0;0;             0,00;12.72;58.59;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;15:16:58;Troca global;00 - Documento regular
305;38610;Messer Gases Ltda;SP;28/01/2025;28/01/2025;119609;2.921-000;55;NFe;31;Outras;Terceiros;200;0.00;0,00;0;0;0;0;200;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;Nota fiscal emitida com referencia a nota fiscal 000021876-1 Codigo do Cliente: 0100015723 Declaro que os produtos perigosos estão adequadamente classificados. embalados. identificados. e estivados para suportar os riscos das operações de transporte e que;0;'35250160619202005700550310001196091589385650;0;0;             0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;16:01:40;Troca global;00 - Documento regular
306;38610;Messer Gases Ltda;SP;28/01/2025;28/01/2025;119610;2.102-000;55;NFe;31;Prazo;Terceiros;3818.2;0.00;0,00;3818.2;7;267.27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;COMPRAMERCREV;FD;;Nota fiscal emitida com referencia a nota fiscal 000021876-1 Codigo do Cliente: 0100015723 Declaro que os produtos perigosos estão adequadamente classificados. embalados. identificados. e estivados para suportar os riscos das operações de transporte e que;0;'35250160619202005700550310001196101243795479;0;0;             0,00;63;290.18;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;15:16:59;Troca global;00 - Documento regular
307;22321;Tecnotextil Ind e com de Cintas Ltda;SP;20/01/2025;20/01/2025;122452;2.556-002;55;NFe;10;Prazo;Terceiros;1590.3;0.00;0,00;0;0;0;0;1590.3;0;0;0;0;0;0;0;0;0;0;0;0;0;INSPSERV;FD;;APOS VENCIMENTO MULTA DE 2.0% E JUROS DIARIOS DE 0.07%;FICA ESTABELECIDO O FORO DE ELEICAO EM SANTOS/SP.;SALVO ESTIPULACOES PREVIAS EM CONTRARIO;S/PEDIDO: 25-000417 - OF: 0125000186 - CL: 035951 - VD: 000046 CORREA;NAO ACEITAMOS DEVOLUCAO SEM PREVIO AVISO;0;'35250167439513000174550100001224521003196206;0;0;             0,00;26.24;120.86;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;15:16:59;Troca global;00 - Documento regular
309;41378;Rede America de Combustiveis Jk Ltda;MT;06/01/2025;06/01/2025;130488;2.653-000;55;NFe;1;Prazo;Terceiros;1037.8;0.00;0,00;0;0;0;0;1037.8;0;0;0;0;0;0;0;0;0;0;0;0;0;DCCOMBUST;FD;;Venda Presencial - Mercadoria adquirida sera para consumo no territorio do remetente! Cliente: 38879001 Vendedor: 34639004 - JOSE AUGUSTO RODRIGUES BARBOSA Pedidos: 1253977. PRAZO . PLACA: QAR3139. HORIMETRO: . KM: 670782. Frentista(s): [43969004-IGOR PIN;0;'51250122611652000103550010001304881005868057;0;0;             0,00;17.12;78.87;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;15:16:59;Troca global;00 - Documento regular
310;41378;Rede America de Combustiveis Jk Ltda;MT;07/01/2025;07/01/2025;130516;2.653-000;55;NFe;1;Prazo;Terceiros;463.68;0.00;0,00;0;0;0;0;463.68;0;0;0;0;0;0;0;0;0;0;0;0;0;DCCOMBUST;FD;;Venda Presencial - Mercadoria adquirida sera para consumo no territorio do remetente! Cliente: 38879001 Vendedor: 14761004 - CICERO SOARES DA SILVA Pedidos: 1254249. PRAZO . PLACA: QAR3I39. HORIMETRO: . KM: 671010. MEDIA KM/L: 40.60. Frentista(s): [136720;0;'51250122611652000103550010001305161005869211;0;0;             0,00;7.65;35.24;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;15:16:59;Troca global;00 - Documento regular
311;41378;Rede America de Combustiveis Jk Ltda;MT;08/01/2025;08/01/2025;130592;2.653-000;55;NFe;1;Prazo;Terceiros;1338.49;0.00;0,00;0;0;0;0;1338.49;0;0;0;0;0;0;0;0;0;0;0;0;0;DCCOMBUST;FD;;Venda Presencial - Mercadoria adquirida sera para consumo no territorio do remetente! Cliente: 38879001 Vendedor: 34639004 - JOSE AUGUSTO RODRIGUES BARBOSA Pedidos: 1255026. PRAZO . PLACA: QAR3I39. HORIMETRO: . KM: 672264. MEDIA KM/L: 6.03. Frentista(s):;0;'51250122611652000103550010001305921005872702;0;0;             0,00;22.09;101.73;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;15:16:59;Troca global;00 - Documento regular
312;41378;Rede America de Combustiveis Jk Ltda;MT;11/01/2025;11/01/2025;130781;2.653-000;55;NFe;1;Prazo;Terceiros;237.63;0.00;0,00;0;0;0;0;237.63;0;0;0;0;0;0;0;0;0;0;0;0;0;DCCOMBUST;FD;;Venda Presencial - Mercadoria adquirida sera para consumo no territorio do remetente! Cliente: 38879001 Vendedor: 44583004 - DAYANI ROBERTA DA SILVA DAVID Pedidos: 1256506. PRAZO . PLACA: QAR3I39. HORIMETRO: . KM: 674875. MEDIA KM/L: 70.76. Frentista(s):;0;'51250122611652000103550010001307811005879704;0;0;             0,00;3.92;18.06;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;15:17:00;Troca global;00 - Documento regular
313;42600;Messer Gases Ltda;GO;08/01/2025;08/01/2025;131311;2.921-000;55;NFe;31;Outras;Terceiros;200;0.00;0,00;0;0;0;0;200;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;Nota fiscal emitida com referencia a nota fiscal 000021264-1 Codigo do Cliente: 0100015723 Declaro que os produtos perigosos estão adequadamente classificados. embalados. identificados. e estivados para suportar os riscos das operações de transporte e que;0;'52250160619202004992550310001313111458173390;0;0;             0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;16:01:40;Troca global;00 - Documento regular
314;42600;Messer Gases Ltda;GO;08/01/2025;08/01/2025;131312;2.102-000;55;NFe;31;Prazo;Terceiros;29.84;0.00;0,00;29.84;12;3.58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;COMPRAMERCREV;FD;;Nota fiscal emitida com referencia a nota fiscal 000021264-1 Codigo do Cliente: 0100015723 Declaro que os produtos perigosos estão adequadamente classificados. embalados. identificados. e estivados para suportar os riscos das operações de transporte e que;0;'52250160619202004992550310001313121527571937;0;0;             0,00;0.49;2.27;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;15:17:00;Troca global;00 - Documento regular
315;42600;Messer Gases Ltda;GO;08/01/2025;08/01/2025;131313;2.921-000;55;NFe;31;Outras;Terceiros;4200;0.00;0,00;0;0;0;0;4200;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;Nota fiscal emitida com referencia a nota fiscal 000021355-1 Codigo do Cliente: 0100015723 Declaro que os produtos perigosos estão adequadamente classificados. embalados. identificados. e estivados para suportar os riscos das operações de transporte e que;0;'52250160619202004992550310001313131298658670;0;0;             0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;16:01:40;Troca global;00 - Documento regular
316;42600;Messer Gases Ltda;GO;08/01/2025;08/01/2025;131314;2.102-000;55;NFe;31;Prazo;Terceiros;1559.18;0.00;0,00;1559.18;12;187.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;COMPRAMERCREV;FD;;Nota fiscal emitida com referencia a nota fiscal 000021355-1 Codigo do Cliente: 0100015723 Declaro que os produtos perigosos estão adequadamente classificados. embalados. identificados. e estivados para suportar os riscos das operações de transporte e que;0;'52250160619202004992550310001313141027254392;0;0;             0,00;25.71;118.51;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;15:17:00;Troca global;00 - Documento regular
317;42600;Messer Gases Ltda;GO;08/01/2025;08/01/2025;131315;2.921-000;55;NFe;31;Outras;Terceiros;10400;0.00;0,00;0;0;0;0;10400;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;Nota fiscal emitida com referencia a nota fiscal 000021492-1 Codigo do Cliente: 0100015723 Declaro que os produtos perigosos estão adequadamente classificados. embalados. identificados. e estivados para suportar os riscos das operações de transporte e que;0;'52250160619202004992550310001313151130126714;0;0;             0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;16:01:40;Troca global;00 - Documento regular
318;42600;Messer Gases Ltda;GO;08/01/2025;08/01/2025;131316;2.102-000;55;NFe;31;Prazo;Terceiros;10224.48;0.00;0,00;10224.48;12;1226.93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;COMPRAMERCREV;FD;;Nota fiscal emitida com referencia a nota fiscal 000021492-1 Codigo do Cliente: 0100015723 Declaro que os produtos perigosos estão adequadamente classificados. embalados. identificados. e estivados para suportar os riscos das operações de transporte e que;0;'52250160619202004992550310001313161657587700;0;0;             0,00;168.7;777.07;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;15:17:00;Troca global;00 - Documento regular
319;41378;Rede America de Combustiveis Jk Ltda;MT;30/01/2025;30/01/2025;132101;2.653-000;55;NFe;1;Prazo;Terceiros;1425.04;0.00;0,00;0;0;0;0;1425.04;0;0;0;0;0;0;0;0;0;0;0;0;0;DCCOMBUST;FD;;Venda Presencial - Mercadoria adquirida sera para consumo no territorio do remetente! Cliente: 38879001 Vendedor: 34639004 - JOSE AUGUSTO RODRIGUES BARBOSA Pedidos: 1266401. PRAZO . PLACA: QRA3I39. HORIMETRO: . KM: 680214. MEDIA KM/L: 55.97. Frentista(s):;0;'51250122611652000103550010001321011005929146;0;0;             0,00;23.51;108.3;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;15:17:01;Troca global;00 - Documento regular
320;41378;Rede America de Combustiveis Jk Ltda;MT;31/01/2025;31/01/2025;132130;2.653-000;55;NFe;1;Prazo;Terceiros;457.24;0.00;0,00;0;0;0;0;457.24;0;0;0;0;0;0;0;0;0;0;0;0;0;DCCOMBUST;FD;;Venda Presencial - Mercadoria adquirida sera para consumo no territorio do remetente! Cliente: 38879001 Vendedor: 44583004 - DAYANI ROBERTA DA SILVA DAVID Pedidos: 1266671. PRAZO . PLACA: QAR3I39. HORIMETRO: . KM: 680440. MEDIA KM/L: 78.38. Frentista(s):;0;'51250122611652000103550010001321301005930421;0;0;             0,00;7.54;34.75;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;15:17:01;Troca global;00 - Documento regular
321;2536;P. B. LOPES &amp; CIA. LTDA;MS;10/01/2025;10/01/2025;135484;1.556-008;55;NFe;1;Prazo;Terceiros;1713.54;0.00;0,00;0;0;0;0;1713.54;0;0;0;0;0;0;0;0;0;0;0;0;0;DESPVEIC;FD;;( Veic. 356199 Placa RHD-6A29 Chassi 3993572)Acesse: www.scaniaofertas.com.br-PBL * Aviso Importante. Restricoes Comerciais. Em virtude do 12o pacote de sancoes da Uniao Europeia (UE) frente a Russia. a Scania esta plenamente comprometida em cumprir as re;211.79;'50250101524192000793550010001354841248650428;0;0;             0,00;28.28;130.23;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;15:17:01;Troca global;00 - Documento regular
322;2536;P. B. LOPES &amp; CIA. LTDA;MS;10/01/2025;10/01/2025;135485;1.653-000;55;NFe;1;Prazo;Terceiros;1395.22;0.00;0,00;0;0;0;0;1395.22;0;0;0;0;0;0;0;0;0;0;0;0;0;DCCOMBUST;FD;;( Veic. 356199 Placa RHD-6A29 Chassi 3993572)Acesse: www.scaniaofertas.com.br-PBL * Aviso Importante. Restricoes Comerciais. Em virtude do 12o pacote de sancoes da Uniao Europeia (UE) frente a Russia. a Scania esta plenamente comprometida em cumprir as re;155.02;'50250101524192000793550010001354851878731033;0;0;             0,00;23.02;106.04;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;15:17:01;Troca global;00 - Documento regular
323;2536;P. B. LOPES &amp; CIA. LTDA;MS;14/01/2025;14/01/2025;135543;1.653-000;55;NFe;1;Prazo;Terceiros;2550;0.00;0,00;0;0;0;0;2550;0;0;0;0;0;0;0;0;0;0;0;0;0;DCCOMBUST;FD;;** O.S.Num:( 30717) ** ** Chassi 4037177 ** Placa RXF-0D06 ** KM 133798 # Usuario.: ORDONEZ PEREIRA ESPINDOLA Telefone: 67 99645 6519 Ramal: 237 # ** Acesse: www.scaniaofertas.com.br *** Aviso Importante. Restricoes Comerciais. Em virtude do 12o pacote de;318.8;'50250101524192000793550010001355431884161087;0;0;             0,00;42.08;193.8;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;15:17:01;Troca global;00 - Documento regular
324;2536;P. B. LOPES &amp; CIA. LTDA;MS;14/01/2025;14/01/2025;135544;1.556-008;55;NFe;1;Prazo;Terceiros;1610;0.00;0,00;0;0;0;0;1610;0;0;0;0;0;0;0;0;0;0;0;0;0;DESPVEIC;FD;;** O.S.Num:( 30717) ** ** Chassi 4037177 ** Placa RXF-0D06 ** KM 133798 # Usuario.: ORDONEZ PEREIRA ESPINDOLA Telefone: 67 99645 6519 Ramal: 237 # ** Acesse: www.scaniaofertas.com.br *** Aviso Importante. Restricoes Comerciais. Em virtude do 12o pacote de;196.31;'50250101524192000793550010001355441252810949;0;0;             0,00;26.56;122.37;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;15:17:02;Troca global;00 - Documento regular
325;2536;P. B. LOPES &amp; CIA. LTDA;MS;14/01/2025;14/01/2025;135578;1.556-008;55;NFe;1;Prazo;Terceiros;442.75;0.00;0,00;0;0;0;0;442.75;0;0;0;0;0;0;0;0;0;0;0;0;0;DESPVEIC;FD;;( Veic. 356199 Placa RHD-6A29 Chassi 3993572)Acesse: www.scaniaofertas.com.br-PBL * Aviso Importante. Restricoes Comerciais. Em virtude do 12o pacote de sancoes da Uniao Europeia (UE) frente a Russia. a Scania esta plenamente comprometida em cumprir as re;44.7;'50250101524192000793550010001355781593768924;0;0;             0,00;7.31;33.64;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;15:17:02;Troca global;00 - Documento regular
326;16705;AUTO PECAS 1313 LTDA;MS;02/01/2025;02/01/2025;136279;1.556-008;55;NFe;1;Prazo;Terceiros;3188.66;0.00;0,00;0;0;0;0;3188.66;0;0;0;0;0;0;0;0;0;0;0;0;0;DESPVEIC;FD;;Informacao dos Tributos Incidentes (Lei Federal 12.741/2012) R$ 1307.35 Orcamento 0157680 REG.MAPA (EC) MS51963-4 VAL.30/09/2014;0;'50250137540747000142550010001362791101362794;0;0;             0,00;52.62;242.34;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;15:17:02;Troca global;00 - Documento regular
327;16705;AUTO PECAS 1313 LTDA;MS;15/01/2025;15/01/2025;136681;1.556-008;55;NFe;1;Prazo;Terceiros;139.65;0.00;0,00;0;0;0;0;139.65;0;0;0;0;0;0;0;0;0;0;0;0;0;DESPVEIC;FD;;Informacao dos Tributos Incidentes (Lei Federal 12.741/2012) R$ 57.26 REG.MAPA (EC) MS51963-4 VAL.30/09/2014;0;'50250137540747000142550010001366811101366811;0;0;             0,00;2.3;10.61;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;15:17:02;Troca global;00 - Documento regular
328;14184;CENTRAL ELETRICIDADE LTDA;MS;07/01/2025;07/01/2025;138573;1.556-002;55;NFe;1;Prazo;Terceiros;123.5;0.00;0,00;0;0;0;0;123.5;0;0;0;0;0;0;0;0;0;0;0;0;0;INSPSERV;FD;;Informacao dos Tributos Incidentes (Lei Federal 12.741/2012) R$ 21.88 CONFORME DECRETO 14.383 DE 2016 VENDEDOR : 0003 JAIR (67)99971-8777 PEDIDO : 0321065;0;'50250126813873000107550010001385731101385730;0;0;             0,00;2.04;9.39;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;15:17:02;Troca global;00 - Documento regular
329;14184;CENTRAL ELETRICIDADE LTDA;MS;17/01/2025;17/01/2025;138865;1.556-002;55;NFe;1;Prazo;Terceiros;170;0.00;0,00;0;0;0;0;170;0;0;0;0;0;0;0;0;0;0;0;0;0;INSPSERV;FD;;Informacao dos Tributos Incidentes (Lei Federal 12.741/2012) R$ 31.94 CONFORME DECRETO 14.383 DE 2016 VENDEDOR : 0007 RAFAEL GOMES (67)99689-4667 PEDIDO : 0322275;0;'50250126813873000107550010001388651101388653;0;0;             0,00;2.8;12.92;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;15:17:03;Troca global;00 - Documento regular
330;14184;CENTRAL ELETRICIDADE LTDA;MS;18/01/2025;18/01/2025;138916;1.556-002;55;NFe;1;Prazo;Terceiros;286;0.00;0,00;0;0;0;0;286;0;0;0;0;0;0;0;0;0;0;0;0;0;INSPSERV;FD;;Informacao dos Tributos Incidentes (Lei Federal 12.741/2012) R$ 56.48 CONFORME DECRETO 14.383 DE 2016 VENDEDOR : 0007 RAFAEL GOMES (67)99689-4667 PEDIDO : 0322430;0;'50250126813873000107550010001389161101389162;0;0;             0,00;4.71;21.74;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;15:17:03;Troca global;00 - Documento regular
331;14184;CENTRAL ELETRICIDADE LTDA;MS;24/01/2025;24/01/2025;139065;1.556-002;55;NFe;1;Prazo;Terceiros;24;0.00;0,00;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;INSPSERV;FD;;Informacao dos Tributos Incidentes (Lei Federal 12.741/2012) R$ 6.59 CONFORME DECRETO 14.383 DE 2016 VENDEDOR : 0008 FELIPE RODRIGUES (67)99817-5135 PEDIDO : 0323052;0;'50250126813873000107550010001390651101390659;0;0;             0,00;0.4;1.82;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;15:17:03;Troca global;00 - Documento regular
332;30136;DIESELCOM TRANSPORTADORA E REVEND.DE DIESEL COMBUSTIVEL LTDA;MS;08/01/2025;08/01/2025;139572;1.653-000;55;NFe;2;Prazo;Terceiros;28000;0.00;0,00;0;0;0;0;28000;0;0;0;0;0;0;0;0;0;0;0;0;0;DCCOMBUST;FD;;ICMS MONOFASICO SOBRE COMBUSTIVEIS COBRADO ANTERIORMENTE CONFORME CONVENIO ICMS (199/2022-15/23). ICMS A SER RECOLHIDO E REPASSADO NOS TERMOS DO CAPITULO V DO CONVENIO ICMS (199/2022-15/23). (ODXBM BASE 5000.00 VALOR 5293.00). MERCADORIA SERA ENTREGUE:ROD;0;'50250126831727000104550020001395721786958087;0;0;             0,00;462;2128;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;15:17:03;Troca global;00 - Documento regular
333;30136;DIESELCOM TRANSPORTADORA E REVEND.DE DIESEL COMBUSTIVEL LTDA;MS;27/01/2025;27/01/2025;140220;1.653-000;55;NFe;2;Prazo;Terceiros;28750;0.00;0,00;0;0;0;0;28750;0;0;0;0;0;0;0;0;0;0;0;0;0;DCCOMBUST;FD;;ICMS MONOFASICO SOBRE COMBUSTIVEIS COBRADO ANTERIORMENTE CONFORME CONVENIO ICMS (199/2022-15/23). ICMS A SER RECOLHIDO E REPASSADO NOS TERMOS DO CAPITULO V DO CONVENIO ICMS (199/2022-15/23). (ODXBM BASE 5000.00 VALOR 5293.00). MERCADORIA SERA ENTREGUE:ROD;0;'50250126831727000104550020001402201698796255;0;0;             0,00;474.38;2185;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;15:17:04;Troca global;00 - Documento regular
334;42343;CENTRAL FREIOS LTDA;MS;22/01/2025;22/01/2025;1403;1.556-008;55;NFe;1;Prazo;Terceiros;1250;0.00;0,00;0;0;0;0;1250;0;0;0;0;0;0;0;0;0;0;0;0;0;DESPVEIC;FD;;Total aproximado de tributos: R$ 380.63 (30.45%) Federais R$ 168.13 (13.45%) Estaduais R$ 212.50 (17.00%) . Fonte IBPT.;0;'50250131495076000169550010000014031747231400;0;0;             0,00;20.63;95;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;15:17:04;Troca global;00 - Documento regular
335;11543;ESTRELA PECAS DIESEL LTDA;MS;29/01/2025;29/01/2025;140682;1.556-008;55;NFe;2;Prazo;Terceiros;50.56;0.00;0,00;0;0;0;0;50.56;0;0;0;0;0;0;0;0;0;0;0;0;0;DESPVEIC;FD;;Valor aproximado de tributos: Federal: R$ 9.65 (19.08%) / Estadual: R$ 8.60 (17.00%) / Fonte: IBPT/empresometro.com.br (A2A75B); Pedidos vinculados/Obs: 1200753995/PDM ELSHADAY PLACA OOG 8592;0;'50250113365404000120550020001406821003303950;0;0;             0,00;0.83;3.84;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;15:17:04;Troca global;00 - Documento regular
