
Consulta movimento de saídas - 534 - OXIGENIO MODELO INDUSTRIA E COMERCIO DE GASES LTDA

Chave;Cliente;Nome cliente;UF;Data emissão;Documento;até documento;CFOP;Modelo;Espécie;Série;Condições;Emitente;Valor contábil;Base de ICMS;Alíq. de ICMS;Valor do ICMS;ICMS isentas;Outras ICMS;ICMS desonerado;Base de IPI;Valor do IPI;IPI isentos;IPI outros;Base S.T.;Alíq. S.T.;Valor S.T.;Cód. Receita PIS;Retenção PIS;Cód. Receita Cofins;Retenção Cofins;Cód. Receita CSLL;Ret. Contrib. Social;Cód. Receita IR;Retenção IR;Débito;Crédito;Cód. obs.;Observação;Cidade coleta merc.;Descrição;Desconto;Chave NF-e/CT-e/NFC-e/BP-e;Outros Impostos;PIS lucro real;Cofins lucro real;Número de série do MRC;Número da máquina;Valor de frete;Valor de seguro;Valor de outras despesas;Valor do FCP da UF de destino;Valor de ICMS para a UF de destino;Valor de ICMS para a UF do Remetente;Lançamento conferido;FCP S.T.;Materiais próprios;Materiais de terceiros;Subempreitadas;Valor retenção não efetuada;Valor ret. destacada das subemp.;CEI Obra;CNO;Tipo de serviço;Receita 15 anos;Valor 15 anos;Receita 20 anos;Valor 20 anos;Receita 25 anos;Valor 25 anos;Valor retenção adic. não efetuada;Base ICMS Concomitante;Alíquota ICMS Concomitante;Valor ICMS Concomitante;Usuário inclusão;Data inclusão;Hora inclusão;Tipo inclusão;Usuário alteração;Data alteração;Hora alteração;Tipo alteração;Situação do documento
645;9367087;MUNICIPIO DE JACIARA;MT;27/01/2025;21929;21929;6.101-000;55;NFe;1;Prazo;Próprio;2210;2210;12;265.2;0;0;0;0;0;0;2210;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;NE 38571 NE 38577 NE 38580 NE 38893 O 8486 - 4|Titulos: Nro 88078/1 Venc. 24-02-2025 Valor 2210.00|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPOR;0;;0;'50250127479311000131550010000219291000090149;0;32.09;147.81; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;ODIVAL;08/09/2025;09:45:59;Troca global;00 - Documento regular
646;9367087;MUNICIPIO DE JACIARA;MT;27/01/2025;21930;21930;6.101-000;55;NFe;1;Prazo;Próprio;2901;2901;12;348.12;0;0;0;0;0;0;2901;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;NE 21373|Titulos: Nro 88072/1 Venc. 24-02-2025 Valor 2901.00|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA REGU;0;;0;'50250127479311000131550010000219301000090158;0;42.11;194.01; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;ODIVAL;08/09/2025;09:45:59;Troca global;00 - Documento regular
647;9367087;MUNICIPIO DE JACIARA;MT;27/01/2025;21931;21931;6.101-000;55;NFe;1;Prazo;Próprio;3213;3213;12;385.56;0;0;0;0;0;0;3213;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;NE 38572 NE 38575 NE 38579 NE 38583 NE 38889 NE 38894|Titulos: Nro 88084/1 Venc. 24-02-2025 Valor 3213.00|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE T;0;;0;'50250127479311000131550010000219311000090163;0;46.65;214.89; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;ODIVAL;08/09/2025;09:46:00;Troca global;00 - Documento regular
648;9288532;TRANSPORTADORA E TERRAPLANAGEM TERRA LTDA;MS;02/01/2025;21452;21452;5.101-000;55;NFe;1;Prazo;Próprio;150;150;17;25.5;0;0;0;0;0;0;150;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;PEDIDO 16109|Titulos: Nro 86403/1 Venc. 30-01-2025 Valor 150.00|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA R;0;;0;'50250127479311000131550010000214521000085235;0;2.05;9.46; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;ODIVAL;08/09/2025;09:46:00;Troca global;00 - Documento regular
649;9293816;Oxigenio Modelo Industria e Comercio de Gases Ltda;MS;02/01/2025;21453;21453;5.904-000;55;NFe;1;Outras;Próprio;6926;6926;17;1177.42;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;0;0;;;;MANIFESTO 2642 - Veiculo: RWI1A38|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA REGULAMENTACAO.|EMITIDA NOS TER;0;;0;'50250127479311000131550010000214531000085240;0;0;0; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;INDIAMARA;02/09/2025;16:28:55;Troca global;00 - Documento regular
650;9351156;Coamo Agroindustrial Cooperativa;MS;02/01/2025;21454;21454;5.102-000;55;NFe;1;Prazo;Próprio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;;0;;0;'50250127479311000131550010000214541000085256;0;0;0; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;ODIVAL;08/09/2025;09:46:00;Troca global;02 - Documento cancelado
651;9374719;MUNICIPIO DE CAMPO VERDE;MT;02/01/2025;21459;21459;6.101-000;55;NFe;1;Prazo;Próprio;226;226;12;27.12;0;0;0;0;0;0;226;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;PEDIDO 16070 (PEDIDO MANUAL)|Titulos: Nro 85940/1 Venc. 30-01-2025 Valor 226.00|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS;0;;0;'50250127479311000131550010000214591000085317;0;3.28;15.11; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;ODIVAL;08/09/2025;09:46:00;Troca global;00 - Documento regular
652;9339599;MESSER GASES LTDA.;SP;02/01/2025;21460;21460;6.920-000;55;NFe;1;Outras;Próprio;400;0;0;0;0;400;0;0;0;0;0;0;0;0;;0;;0;;0;0;0;;;;PEDIDO 16116|Local Aplicado: RUA JOSE FORTUNATO MOLINA. 2-89 - - DISTRITO INDUSTRIAL - BAURU - SP||;0;;0;'50250127479311000131550010000214601000085326;0;0;0; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;INDIAMARA;02/09/2025;16:28:55;Troca global;00 - Documento regular
653;9351156;Coamo Agroindustrial Cooperativa;MS;02/01/2025;21461;21461;5.102-000;55;NFe;1;Prazo;Próprio;10203.6;10203.6;17;1734.62;0;0;0;0;0;0;10203.6;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;PLACA CAMINHAO REW9E69|Titulos: Nro 86426/1 Venc. 30-01-2025 Valor 10203.60|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXI;0;;0;'50250127479311000131550010000214611000085331;0;139.73;643.63; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;ODIVAL;08/09/2025;09:46:00;Troca global;00 - Documento regular
654;9293816;Oxigenio Modelo Industria e Comercio de Gases Ltda;MS;02/01/2025;21462;21462;5.904-000;55;NFe;1;Outras;Próprio;780;780;17;132.6;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;0;0;;;;MANIFESTO 2643 - Veiculo: QAF9E13|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA REGULAMENTACAO.|EMITIDA NOS TER;0;;0;'50250127479311000131550010000214621000085347;0;0;0; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;INDIAMARA;02/09/2025;16:28:56;Troca global;00 - Documento regular
655;9264676;ADEMIR RIBEIRO DE MENDONCA;MS;03/01/2025;21463;21463;5.101-000;55;NFe;1;Prazo;Próprio;350;350;17;59.5;0;0;0;0;0;0;350;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;PEDIDO 16120|Titulos: Nro 86430/1 Venc. 03-01-2025 Valor 350.00|Local de Entrega: ESTRADA ITAPORA AO DISTRITO DE PANAMBI. KM 10. 0 - - ZONA RURAL - ITAPORA - MS|Valor Aproximado dos Tributos R$110.08 (31.45%) Fonte: IBPT||;0;;0;'50250127479311000131550010000214631000085352;0;4.79;22.08; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;ODIVAL;08/09/2025;09:46:01;Troca global;00 - Documento regular
656;9367011;PLUSMAQ EQUIPAMENTOS LTDA;PR;03/01/2025;21465;21465;6.101-000;55;NFe;1;Prazo;Próprio;400;400;12;48;0;0;0;0;0;0;400;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;PEDIDO 16123|Titulos: Nro 86434/1 Venc. 31-01-2025 Valor 400.00|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA R;0;;0;'50250127479311000131550010000214651000085373;0;5.81;26.75; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;ODIVAL;08/09/2025;09:46:01;Troca global;00 - Documento regular
657;16758;AGROINDUSTRIAL SAO FRANCISCO LTDA;MS;03/01/2025;21466;21466;5.101-000;55;NFe;1;Prazo;Próprio;800;800;17;136;0;0;0;0;0;0;800;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;PEDIDO 16126|Titulos: Nro 86440/1 Venc. 31-01-2025 Valor 800.00|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA R;0;;0;'50250127479311000131550010000214661000085389;0;10.95;50.47; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;ODIVAL;08/09/2025;09:46:01;Troca global;00 - Documento regular
658;9353376;VIANA BARCELOS RECUPERADORA E PECAS LTDA;MS;03/01/2025;21467;21467;5.102-000;55;NFe;1;Prazo;Próprio;675;675;17;114.75;0;0;0;0;0;0;675;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;PEDIDO 16127|Titulos: Nro 86442/1 Venc. 31-01-2025 Valor 675.00|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA R;0;;0;'50250127479311000131550010000214671000085394;0;9.24;42.58; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;ODIVAL;08/09/2025;09:46:01;Troca global;00 - Documento regular
659;9316109;CLEBER CRISCHOE;MS;03/01/2025;21468;21468;5.101-000;55;NFe;1;Prazo;Próprio;350;350;17;59.5;0;0;0;0;0;0;350;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;PEDIDO 16128|Titulos: Nro 86443/1 Venc. 03-01-2025 Valor 350.00|Local de Entrega: RUA URUGUAI. 750 - - NOVA AMERICA - CAARAPO - MS|Valor Aproximado dos Tributos R$110.08 (31.45%) Fonte: IBPT||;0;;0;'50250127479311000131550010000214681000085413;0;4.79;22.08; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;ODIVAL;08/09/2025;09:46:01;Troca global;00 - Documento regular
660;12093;Clínica São Camilo Ltda;MS;03/01/2025;21469;21469;5.101-000;55;NFe;1;Prazo;Próprio;200;200;17;34;0;0;0;0;0;0;200;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;PEDIDO 16129|Titulos: Nro 86444/1 Venc. 31-01-2025 Valor 200.00|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA R;0;;0;'50250127479311000131550010000214691000085429;0;2.74;12.62; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;ODIVAL;08/09/2025;09:46:02;Troca global;00 - Documento regular
661;9293816;Oxigenio Modelo Industria e Comercio de Gases Ltda;MS;03/01/2025;21470;21470;5.904-000;55;NFe;1;Outras;Próprio;105;105;17;17.85;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;0;0;;;;MANIFESTO 2644 - Veiculo: QHC3150|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA REGULAMENTACAO.|EMITIDA NOS TER;0;;0;'50250127479311000131550010000214701000085438;0;0;0; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;INDIAMARA;02/09/2025;16:28:56;Troca global;00 - Documento regular
662;9376893;LEITUGA SAUDE LTDA;MS;03/01/2025;21471;21471;5.101-000;55;NFe;1;Prazo;Próprio;240;240;17;40.8;0;0;0;0;0;0;240;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;PEDIDO 16131|Titulos: Nro 86447/1 Venc. 03-01-2025 Valor 240.00|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA R;0;;0;'50250127479311000131550010000214711000085443;0;3.29;15.14; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;ODIVAL;08/09/2025;09:46:02;Troca global;00 - Documento regular
663;9293816;Oxigenio Modelo Industria e Comercio de Gases Ltda;MS;03/01/2025;21472;21472;5.904-000;55;NFe;1;Outras;Próprio;315;315;17;53.55;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;0;0;;;;MANIFESTO 2645 - Veiculo: KEZ4154|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA REGULAMENTACAO.|EMITIDA NOS TER;0;;0;'50250127479311000131550010000214721000085459;0;0;0; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;INDIAMARA;02/09/2025;16:28:56;Troca global;00 - Documento regular
664;9371428;MUNICIPIO DE DIAMANTINO;MT;03/01/2025;21473;21473;6.101-000;55;NFe;1;Prazo;Próprio;390;390;12;46.8;0;0;0;0;0;0;390;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;PEDIDO 16133 (NAD 5220/2024)|Titulos: Nro 86449/1 Venc. 31-01-2025 Valor 390.00|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS;0;;0;'50250127479311000131550010000214731000085464;0;5.66;26.08; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;ODIVAL;08/09/2025;09:46:02;Troca global;00 - Documento regular
665;9374719;MUNICIPIO DE CAMPO VERDE;MT;03/01/2025;21474;21474;6.101-000;55;NFe;1;Prazo;Próprio;282.5;282.5;12;33.9;0;0;0;0;0;0;282.5;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;PEDIDO 16134 (NAD 16281/2024)|Titulos: Nro 86450/1 Venc. 31-01-2025 Valor 282.50|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM A;0;;0;'50250127479311000131550010000214741000085470;0;4.1;18.9; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;ODIVAL;08/09/2025;09:46:02;Troca global;00 - Documento regular
666;9360077;OXIGENIO RONDONOPOLIS COMERCIO DE GASES LTDA;MT;03/01/2025;21475;21475;6.920-000;55;NFe;1;Outras;Próprio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;0;0;;;;;0;;0;'50250127479311000131550010000214751000085485;0;0;0; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;INDIAMARA;02/09/2025;16:28:56;Troca global;02 - Documento cancelado
667;9360077;OXIGENIO RONDONOPOLIS COMERCIO DE GASES LTDA;MT;03/01/2025;21476;21476;6.920-000;55;NFe;1;Outras;Próprio;37200;0;0;0;0;37200;0;0;0;0;0;0;0;0;;0;;0;;0;0;0;;;;CILINDROS RETIRADOS EM RONDONOPOLIS PARA CUIABA|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA REGULAMENTACAO.|L;0;;0;'50250127479311000131550010000214761000085490;0;0;0; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;INDIAMARA;02/09/2025;16:28:56;Troca global;00 - Documento regular
668;5532;VETORIAL SIDERURGIA LTDA;MS;03/01/2025;21477;21477;5.101-000;55;NFe;1;Prazo;Próprio;16966;16966;17;2884.22;0;0;0;0;0;0;16966;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;(ORDEM DE COMPRA 114495)|Titulos: Nro 86451/1 Venc. 02-02-2025 Valor 16966.00|Local de Entrega: AVENIDA NELSON LIRIO. S/N - - ZONA RURAL - RIBAS DO RIO PARDO - MS|Valor Aproximado dos Tributos R$5.335.81 (31.45%) Fonte: IBPT||;0;;0;'50250127479311000131550010000214771000085510;0;232.35;1070.22; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;ODIVAL;08/09/2025;09:46:02;Troca global;00 - Documento regular
669;9357585;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES - EBSERH;MT;03/01/2025;21478;21478;6.101-000;55;NFe;1;Prazo;Próprio;246;246;12;29.52;0;0;0;0;0;0;246;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;(A.F. 1109/2024. PREGAO ELETRONICO N60/2023. DADOS BANCARIOS - AG: 3153-4. C/C: 1461-3)|Titulos: Nro 86305/1 Venc. 31-01-2025 Valor 246.00|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPO;0;;0;'50250127479311000131550010000214781000085541;0;3.57;16.45; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;ODIVAL;08/09/2025;09:46:03;Troca global;00 - Documento regular
670;9357585;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES - EBSERH;MT;03/01/2025;21479;21479;6.101-000;55;NFe;1;Prazo;Próprio;410;410;12;49.2;0;0;0;0;0;0;410;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;(A.F. 1109/2024. PREGAO ELETRONICO N60/2023. DADOS BANCARIOS - AG: 3153-4. C/C: 1461-3)|Titulos: Nro 86429/1 Venc. 31-01-2025 Valor 410.00|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPO;0;;0;'50250127479311000131550010000214791000085530;0;5.95;27.42; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;ODIVAL;08/09/2025;09:46:03;Troca global;00 - Documento regular
671;9357585;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES - EBSERH;MT;03/01/2025;21480;21480;6.101-000;55;NFe;1;Prazo;Próprio;5160.6;5160.6;12;619.27;0;0;0;0;0;0;5160.6;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;(A.F. 1241/2024. PREGAO ELETRONICO N 90050/2024 DADOS BANCARIOS - AG: 3153-4. C/C: 1461-3)|Titulos: Nro 86452/1 Venc. 31-01-2025 Valor 5160.60|Local de Entrega: RUA LUIS PHILIPPE PEREIRA LEITE. S/N - - JARDIM ALVORADA - CUIABA - MT|Valor Aproximado dos Tr;0;;0;'50250127479311000131550010000214801000085523;0;74.93;345.14; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;ODIVAL;08/09/2025;09:46:03;Troca global;00 - Documento regular
672;9337424;HOSPITAL E MATERNIDADE SAO LUCAS PRIMAVERA LTDA;MT;04/01/2025;21481;21481;6.101-000;55;NFe;1;Prazo;Próprio;18420;18420;12;2210.4;0;0;0;0;0;0;18420;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;|Titulos: Nro 86453/1 Venc. 03-02-2025 Valor 18420.00|Local de Entrega: AVENIDA MINAS GERAIS. 356 - - CIDADE PRIMAVERA I - PRIMAVERA DO LESTE - MT|Valor Aproximado dos Tributos R$5.793.09 (31.45%) Fonte: IBPT||;0;;0;'50250127479311000131550010000214811000085555;0;267.46;1231.92; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;ODIVAL;08/09/2025;09:46:03;Troca global;00 - Documento regular
673;9288543;ABC COMERCIO DE OXIGENIO EIRELI;MS;04/01/2025;21482;21482;5.101-000;55;NFe;1;Prazo;Próprio;10133.76;10133.76;17;1722.74;0;0;0;0;0;0;10133.76;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;|Titulos: Nro 86454/1 Venc. 01-02-2025 Valor 10133.76|Local de Entrega: AV GUAICURUS. 1097 - - JARDIM ITAMARACA - CAMPO GRANDE - MS|Valor Aproximado dos Tributos R$3.187.07 (31.45%) Fonte: IBPT||;0;;0;'50250127479311000131550010000214821000085560;0;138.78;639.24; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;ODIVAL;08/09/2025;09:46:03;Troca global;00 - Documento regular
674;9293816;Oxigenio Modelo Industria e Comercio de Gases Ltda;MS;04/01/2025;21483;21483;5.904-000;55;NFe;1;Outras;Próprio;174;174;17;29.58;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;0;0;;;;MANIFESTO 2646 - Veiculo: QAN7552|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA REGULAMENTACAO.|EMITIDA NOS TER;0;;0;'50250127479311000131550010000214831000085576;0;0;0; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;INDIAMARA;02/09/2025;16:28:57;Troca global;00 - Documento regular
675;11223;FUNDO MUNICIPAL DE SAUDE DE ITAPORA;MS;04/01/2025;21484;21484;5.908-000;55;NFe;1;Outras;Próprio;4000;0;0;0;0;4000;0;0;0;0;0;0;0;0;;0;;0;;0;0;0;;;;PEDIDO 16142|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA REGULAMENTACAO.|Local Aplicado: AVENIDA SAO JOSE|TER;0;;0;'50250127479311000131550010000214841000085581;0;0;0; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;INDIAMARA;02/09/2025;16:28:57;Troca global;00 - Documento regular
